2098.9,2.1438,0,4.7,-0.33572,918.36,-4.1995,0.0096473,0,3,2,0,5,0,10,3,0
2098.9,2.1482,0,4.7,-0.34198,918.29,-4.1962,0.0096668,0,3,2,0,5,0,10,3,0
2098.9,2.1515,0,4.7,-0.34797,918.23,-4.1929,0.013985,0,3,2,0,5,0,10,3,0
2098.9,2.1545,0,4.7,-0.35359,918.16,-4.1896,0.014004,0,3,2,0,5,0,10,3,0
2098.9,2.1575,0,4.7,-0.35874,918.1,-4.1864,0.020496,0,3,2,0,5,0,10,3,0
1748.9,0.0003758,0,3.1,0.13617,748.29,0.85516,1.879E-07,0,3,0,2,6,1,9,4,3
1748.9,0.00063388,0,3.1,0.13706,747.7,0.85878,-3.1694E-07,0,3,0,2,6,1,9,4,3
1748.9,-0.00097194,0,3.1,0.1381,747.12,0.86242,4.8597E-07,0,3,0,2,6,1,9,4,3
1748.9,-0.00051767,0,3.1,0.13929,746.53,0.86611,2.5883E-07,0,3,0,2,6,1,9,4,3
1748.9,0.00023091,0,3.1,0.14063,745.95,0.86981,-1.1546E-07,0,3,0,2,6,1,9,4,3
1748.9,9.6591E-05,0,3.1,0.1421,745.37,0.87355,1.4489E-07,0,3,0,2,6,1,9,4,3
1748.9,-0.00092063,0,3.1,0.14368,744.81,0.8773,-1.3809E-06,0,3,0,2,6,1,9,4,3
1748.9,-0.00046635,0,3.1,0.14534,744.28,0.8811,-2.3318E-07,0,3,0,2,6,1,9,4,3
1749,-1.2074E-05,0,3.1,0.14702,743.78,0.84764,-6.0369E-09,0,3,0,2,6,1,9,4,3
1749,0.0004422,0,3.1,0.14868,743.31,0.85102,2.211E-07,0,3,0,2,6,1,9,4,3
1749,-0.0013598,0,3.1,0.15029,742.86,0.85442,-6.7991E-07,0,3,0,2,6,1,9,4,3
1749,-0.0011017,0,3.1,0.1518,742.45,0.85785,-5.5087E-07,0,3,0,2,6,1,9,4,3
1749,0.00052974,0,3.1,0.15318,742.06,0.86129,2.6487E-07,0,3,0,2,6,1,9,4,3
1749,0.00068972,0,3.1,0.15441,741.7,0.86477,3.4486E-07,0,3,0,2,6,1,9,4,3
1749,-0.0009161,0,3.1,0.15547,741.37,0.86826,-4.5805E-07,0,3,0,2,6,1,9,4,3
1749,-0.00036372,0,3.1,0.15638,741.07,0.87178,-1.8186E-07,0,3,0,2,6,1,9,4,3
1749,0.00028675,0,3.1,0.15715,740.79,0.87531,1.4338E-07,0,3,0,2,6,1,9,4,3
1749,0.00034863,0,3.1,0.15779,740.54,0.87887,1.7432E-07,0,3,0,2,6,1,9,4,3
1749.1,-0.00096289,0,3.1,0.15833,740.33,0.88244,-4.8144E-07,0,3,0,2,6,1,9,4,3
1749.1,-0.0010972,0,3.1,0.15881,740.13,0.88603,-5.4861E-07,0,3,0,2,6,1,9,4,3
1749.1,0.00053427,0,3.1,0.15925,739.97,0.88963,2.6713E-07,0,3,0,2,6,1,9,4,3
1749.1,0.0011847,0,3.1,0.15969,739.84,0.93388,5.9237E-07,0,3,0,2,6,1,9,4,3
1749.1,-0.00081348,0,3.1,0.16013,739.73,0.93699,-4.0674E-07,0,3,0,2,6,1,9,4,3
1749.1,-0.0014383,0,3.1,0.16061,739.65,0.94019,-7.1915E-07,0,3,0,2,6,1,9,4,3
1749.1,-0.00010112,0,3.1,0.16112,739.6,0.94341,-5.0559E-08,0,3,0,2,6,1,9,4,3
1749.1,-0.00013734,0,3.1,0.16168,739.58,0.94661,-6.867E-08,0,3,0,2,6,1,9,4,3
2099.2,2.2336,0,4.7024,-0.45521,916.32,-4.102,0.052491,0,3,2,0,5,0,10,3,0
2099.2,2.2369,0,4.7032,-0.46398,916.25,-4.099,0.054803,0,3,2,0,5,0,10,3,0
2099.2,2.2402,0,4.7042,-0.47317,916.19,-4.096,0.054884,0,3,2,0,5,0,10,3,0
2099.2,2.2421,0,4.7052,-0.48272,916.12,-4.093,0.059416,0,3,2,0,5,0,10,3,0
2099.2,2.2462,0,4.7063,-0.49257,916.05,-4.0901,0.059525,0,3,2,0,5,0,10,3,0
2099.2,2.25,0,4.7076,-0.50264,915.99,-4.0871,0.070876,0,3,2,0,5,0,10,3,0
2099.2,2.2534,0,4.709,-0.51287,915.92,-4.0842,0.070984,0,3,2,0,5,0,10,3,0
2099.2,2.2574,0,4.7105,-0.52315,915.85,-4.0813,0.077879,0,3,2,0,5,0,10,3,0
2099.3,2.2596,0,4.7121,-0.53339,915.78,-4.0784,0.077956,0,3,2,0,5,0,10,3,0
