1758.2,14.007,4,16.662,0.48603,2414.8,2.9556,-1.1135,0,3,1,0,5,0,10,3,0
1758.2,14.003,4,16.47,0.47684,2415.1,2.9561,-1.1136,0,3,1,0,5,0,10,3,0
1758.2,14,4,16.273,0.46759,2415.5,2.9566,-1.2206,0,3,1,0,5,0,10,3,0
1758.3,13.996,4,16.072,0.45835,2415.8,2.9571,-1.2205,0,3,1,0,5,0,10,3,0
1758.3,13.991,4,15.866,0.4492,2416.2,2.9576,-1.1847,0,3,1,0,5,0,10,3,0
1758.3,13.987,4,15.656,0.44019,2416.5,2.958,-1.1847,0,3,1,0,5,0,10,3,0
1758.3,13.983,4,15.442,0.43138,2416.8,2.9585,-1.1135,0,3,1,0,5,0,10,3,0
1758.3,13.978,4,15.223,0.42281,2417.1,2.9589,-1.1135,0,3,1,0,5,0,10,3,0
1758.3,13.973,4,15,0.41452,2417.5,2.9593,-1.1312,0,3,1,0,5,0,10,3,0
1758.3,13.971,4,14.777,0.4065,2417.7,2.9597,-1.1312,0,3,1,0,5,0,10,3,0
1758.3,13.964,4,14.554,0.39872,2418,2.9601,-1.1491,0,3,1,0,5,0,10,3,0
1758.3,13.96,4,14.331,0.39113,2418.3,2.9605,-1.1491,0,3,1,0,5,0,10,3,0
1758.3,13.956,4,14.108,0.38363,2418.6,2.9608,-1.2382,0,3,1,0,5,0,10,3,0
1758.4,13.951,4,13.885,0.3761,2418.8,2.9611,-1.2381,0,3,1,0,5,0,10,3,0
1758.4,13.947,4,13.662,0.36828,2419.1,2.9614,-1.2023,0,3,1,0,5,0,10,3,0
1758.4,13.94,4,13.438,0.36011,2419.3,2.9617,-1.2021,0,3,1,0,5,0,10,3,0
1758.4,13.936,4,13.215,0.35142,2419.5,2.9619,-1.1663,0,3,1,0,5,0,10,3,0
1758.4,13.935,4,12.992,0.34206,2419.8,2.9622,-1.166,0,3,1,0,5,0,10,3,0
1758.4,13.932,4,12.769,0.3319,2420,2.9624,-1.1481,0,3,1,0,5,0,10,3,0
1758.4,13.924,4,12.546,0.32085,2420.2,2.9626,-1.1481,0,3,1,0,5,0,10,3,0
1758.4,13.92,4,12.323,0.30891,2420.4,2.9628,-1.1124,0,3,1,0,5,0,10,3,0
1758.4,13.916,4,12.1,0.2961,2420.5,2.963,-1.1478,0,3,1,0,5,0,10,3,0
1758.4,13.912,4,11.877,0.28255,2420.7,2.9631,-1.2544,0,3,1,0,5,0,10,3,0
1758.5,13.907,4,11.658,0.26843,2420.9,2.9633,-1.2537,0,3,1,0,5,0,10,3,0
1758.5,13.902,4,11.444,0.25398,2421,2.9634,-1.2358,0,3,1,0,5,0,10,3,0
1758.5,13.898,4,11.233,0.23947,2421.2,2.9634,-1.2358,0,3,1,0,5,0,10,3,0
1758.5,13.894,4,11.027,0.22516,2421.3,2.9635,-1.0933,0,3,1,0,5,0,10,3,0
1758.5,13.889,4,10.825,0.21137,2421.4,2.9636,-1.0931,0,3,1,0,5,0,10,3,0
1758.5,13.877,4,10.628,0.19834,2421.5,2.9636,-1.0574,0,3,1,0,5,0,10,3,0
1758.5,13.87,4,10.434,0.18628,2421.7,2.9636,-1.0569,0,3,1,0,5,0,10,3,0
1758.5,13.859,4,10.245,0.17536,2421.8,2.9636,-1.1455,0,3,1,0,5,0,10,3,0
1758.5,13.852,4,10.061,0.16567,2421.8,2.9636,-1.1456,0,3,1,0,5,0,10,3,0
1758.5,13.842,4,9.88,0.15724,2421.9,2.9635,-1.181,0,3,1,0,5,0,10,3,0
1758.6,13.831,4,9.7037,0.15003,2422,2.9634,-1.1807,0,3,1,0,5,0,10,3,0
1758.6,13.825,4,9.5316,0.14395,2422.1,2.9633,-1.0916,0,3,1,0,5,0,10,3,0
1758.6,13.819,4,9.3638,0.13887,2422.2,2.9632,-1.0915,0,3,1,0,5,0,10,3,0
1758.6,13.81,4,9.2003,0.13461,2422.3,2.9631,-1.0025,0,3,1,0,5,0,10,3,0
1758.6,13.8,4,9.041,0.13099,2422.4,2.9629,-1.002,0,3,1,0,5,0,10,3,0
1758.6,13.79,4,8.8859,0.1278,2422.5,2.9627,-0.91319,0,3,1,0,5,0,10,3,0
1758.6,13.784,4,8.7351,0.12496,2422.6,2.9282,-0.91323,0,3,1,0,5,0,10,3,0
1758.6,13.78,4,8.5885,0.12215,2422.7,2.9275,-0.91307,0,3,1,0,5,0,10,3,0
