2098.9,0,0,4.7,-0.33572,918.36,-4.1995,0.0096473,0,3,0,0,5,0,10,3,0,0
2098.9,0,0,4.7,-0.34198,918.29,-4.1962,0.0096668,0,3,0,0,5,0,10,3,0,0
2098.9,0,0,4.7,-0.34797,918.23,-4.1929,0.013985,0,3,0,0,5,0,10,3,0,0
2098.9,0,0,4.7,-0.35359,918.16,-4.1896,0.014004,0,3,0,0,5,0,10,3,0,0
2098.9,0,0,4.7,-0.35874,918.1,-4.1864,0.020496,0,3,0,0,5,0,10,3,0,0
1748.9,0,0,3.1,0.13617,748.29,0.85516,1.879E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.13706,747.7,0.85878,-3.1694E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.1381,747.12,0.86242,4.8597E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.13929,746.53,0.86611,2.5883E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.14063,745.95,0.86981,-1.1546E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.1421,745.37,0.87355,1.4489E-07,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.14368,744.81,0.8773,-1.3809E-06,0,3,0,0,6,1,9,4,3,0
1748.9,0,0,3.1,0.14534,744.28,0.8811,-2.3318E-07,0,3,0,0,6,1,9,4,3,0
1749,30,0,3.1,0.14702,743.78,0.84764,-6.0369E-09,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.14868,743.31,0.85102,2.211E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.15029,742.86,0.85442,-6.7991E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.1518,742.45,0.85785,-5.5087E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.15318,742.06,0.86129,2.6487E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.15441,741.7,0.86477,3.4486E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.15547,741.37,0.86826,-4.5805E-07,0,3,0,0,6,1,9,4,3,2
1749,30,0,3.1,0.15638,741.07,0.87178,-1.8186E-07,0,3,0,1,6,1,9,4,3,2
1749,30,0,3.1,0.15715,740.79,0.87531,1.4338E-07,0,3,0,1,6,1,9,4,3,2
1749,30,0,3.1,0.15779,740.54,0.87887,1.7432E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.15833,740.33,0.88244,-4.8144E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.15881,740.13,0.88603,-5.4861E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.15925,739.97,0.88963,2.6713E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.15969,739.84,0.93388,5.9237E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.16013,739.73,0.93699,-4.0674E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.16061,739.65,0.94019,-7.1915E-07,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.16112,739.6,0.94341,-5.0559E-08,0,3,0,1,6,1,9,4,3,2
1749.1,30,0,3.1,0.16168,739.58,0.94661,-6.867E-08,0,3,0,1,6,1,9,4,3,2
2099.2,30,0,4.7024,-0.45521,916.32,-4.102,0.052491,0,3,0,1,5,0,10,3,0,2
2099.2,30,0,4.7032,-0.46398,916.25,-4.099,0.054803,0,3,0,1,5,0,10,3,0,2
2099.2,30,0,4.7042,-0.47317,916.19,-4.096,0.054884,0,3,0,1,5,0,10,3,0,2
2099.2,30,0,4.7052,-0.48272,916.12,-4.093,0.059416,0,3,0,1,5,0,10,3,0,2
